inspection_id,vehicle_vin,inspector_id,inspection_date,location_lat,location_lon,status,duration_minutes
INSP000097,BN2OJU14X6CPYE0UY,INS0044,2025-06-28 09:53:25.754150,39.988502,-75.050907,completed,44
INSP000098,PA842AECAFD6OQ7W7,INS0018,2024-04-20 00:14:23.703037,29.409367,-98.260177,completed,28
INSP000099,NLSGOFE27T36U66KG,INS0014,2023-08-25 18:11:49.283542,40.013575,-75.070878,failed,22
INSP000100,SDVZ6NVHV7IUT6AYM,INS0044,2025-03-16 17:18:21.112998,40.629181,-74.032872,completed,24
INSP000101,DG0MAHOHNNX3U8XRK,INS0037,2024-06-06 21:21:43.105726,39.938137,-75.166232,completed,52
INSP000102,EETH0706TO3W8Z5M2,INS0008,2023-12-25 22:58:41.730095,34.108725,-118.421399,completed,54
INSP000103,7HG9WUGJH699QNG15,INS0043,2023-09-16 19:32:03.766680,29.907316,-95.458051,completed,34
INSP000104,YJ367ABUT66J1RHHG,INS0036,2023-11-15 22:09:01.922686,39.794549,-75.266294,completed,29
INSP000105,2WEN03AKJRVR5SIWI,INS0034,2024-12-30 18:15:04.087293,41.863033,-87.538075,completed,26
INSP000106,EGHB5DCGSPTBC8ANZ,INS0032,2025-05-02 00:43:21.595372,32.82233,-117.212409,completed,48
INSP000107,6A5BBIMC60DZ2KS2M,INS0036,2024-02-10 09:20:08.875937,29.402465,-98.590254,in_progress,14
INSP000108,SMLQ7RADYZ89KR3ZD,INS0003,2024-01-18 00:32:55.927782,41.91413,-87.575562,completed,45
INSP000109,9V3IEAH2Z6QRMP1T2,INS0030,2025-04-12 06:09:54.715353,32.813566,-117.093606,completed,32
INSP000110,VETI53PUF321HA7AT,INS0030,2024-03-13 08:50:25.102127,32.660942,-96.729225,pending_review,23
INSP000111,D4XOMH3MT919QAPRB,INS0031,2024-10-14 17:32:35.064498,29.507826,-98.521376,completed,58
INSP000112,QK6GPAASUFVAWTQBY,INS0044,2025-05-26 09:53:24.475856,33.356157,-112.088235,completed,46
INSP000113,COPO8RKJV7ZK81IMO,INS0035,2025-01-28 10:43:50.439935,37.201409,-121.965526,pending_review,44
INSP000114,XFYHSOW0PLSHZKA3P,INS0043,2025-01-03 06:18:57.442416,29.559224,-98.442234,completed,52
INSP000115,AAQPC5M1ET0X7IZ9C,INS0006,2024-01-02 04:11:21.330636,37.547884,-121.905515,completed,41
INSP000116,CWED3L8XWFSL7I4EQ,INS0012,2024-05-16 03:14:52.684049,29.474393,-98.533656,completed,21
INSP000117,8NO17IC05IJ9DZHVW,INS0040,2024-05-06 05:17:10.408068,41.83864,-87.566927,completed,20
INSP000118,Q206PDV0C9NCDS86W,INS0047,2023-10-27 23:15:31.734388,29.799239,-95.388045,completed,39
INSP000119,KV0Q6CQKOPRBLCUDI,INS0037,2023-11-27 10:30:00.738353,34.204065,-118.16552,completed,25
INSP000120,D1CW6N8SWV3C5QH90,INS0040,2025-01-12 14:17:32.141141,40.622756,-74.036597,completed,54
INSP000121,C4FEZM0N2Q827RUW5,INS0006,2025-04-04 03:59:48.005045,33.961907,-117.954033,completed,21
INSP000122,N7C6PBCZHSPF1A6KH,INS0035,2023-07-28 06:56:09.490212,29.467085,-98.544051,completed,21
INSP000123,R039X5WMA1536QC9D,INS0004,2025-04-13 12:44:43.193790,29.695604,-95.244877,completed,46
INSP000124,XL8S0Y87NQZVJIVLP,INS0032,2024-11-06 12:20:40.383700,29.345358,-98.800785,in_progress,26
INSP000125,HW7JWSVFITX20JKRQ,INS0017,2024-05-19 01:46:02.623370,33.359833,-112.19413,completed,32
INSP000126,NRPTLOIWE15B6Z2MU,INS0012,2024-08-27 16:37:11.260401,32.60351,-117.136872,failed,39
INSP000127,16XH190TO04XUAM1Q,INS0048,2023-12-06 15:05:01.610272,34.163705,-118.18973,failed,34
INSP000128,RHCE96J1F1B1IGYIK,INS0005,2023-11-25 14:31:57.469645,40.068743,-75.062495,in_progress,12
INSP000129,2QH7HOAUGJNNGODDA,INS0006,2025-03-03 17:05:07.862135,37.444521,-121.868977,failed,32
INSP000130,09ZBFPDB8A90R41JU,INS0046,2024-07-15 09:03:55.180959,29.659643,-95.437964,completed,46
INSP000131,ESG71WLR6QPGIGRL7,INS0042,2024-03-30 07:16:14.137900,41.943116,-87.798419,completed,30
INSP000132,B3UV5DMYLHSF2DGGV,INS0012,2025-07-05 22:32:28.542391,32.68851,-96.561361,completed,28
INSP000133,ERH9XM8W93MZ7HQOI,INS0019,2025-04-11 17:31:09.638806,32.600677,-96.694773,pending_review,27
INSP000134,2WO2QTD50V22OPQ0Z,INS0030,2024-06-04 19:12:14.746387,33.861194,-118.089588,completed,41
INSP000135,XZ51DHXOZT59QOS36,INS0027,2025-05-26 11:43:34.597689,37.369141,-122.070668,completed,27
INSP000136,3798ET266EJP21ZOI,INS0038,2025-06-24 21:10:23.545571,32.771236,-96.807776,completed,34
INSP000137,XO1OUE4VTBRAKUN7X,INS0005,2024-05-30 16:09:41.774185,29.414592,-98.358183,completed,55
INSP000138,C4VWF2KC243G3A86P,INS0025,2024-11-01 14:47:58.835563,29.551864,-98.522306,completed,31
INSP000139,FGHOIA3SWPAM34WM9,INS0037,2023-08-09 12:20:29.486037,37.506986,-121.769679,completed,40
INSP000140,KAPJCDM4V9MZ6IC8E,INS0005,2024-07-14 04:01:12.162463,32.887365,-96.78848,failed,44
INSP000141,G3WBCL3F5MMYEKNZ3,INS0029,2024-02-12 22:31:07.350761,29.64312,-95.526002,completed,36
INSP000142,QNWBI7HEH6JFRCI0X,INS0039,2025-03-10 04:22:37.916701,33.455057,-112.115324,failed,28
INSP000143,KAY9OJQD82O7IU68N,INS0012,2025-02-07 15:58:45.584212,37.546945,-121.854284,pending_review,38
INSP000144,C3QOCBK8KKPQNU5T6,INS0012,2025-01-11 21:43:18.835854,29.365477,-98.487145,completed,32
INSP000145,O14E601VGMTTVB5KB,INS0027,2025-03-03 02:44:31.899784,34.222181,-118.260775,completed,53
INSP000146,JEDZTGD70VOGL49RJ,INS0008,2024-12-19 03:54:45.591683,29.513735,-98.444416,pending_review,27
INSP000147,LLRVK347HH5UMR5EU,INS0007,2025-03-15 14:05:20.169276,37.425375,-121.811156,completed,29
INSP000148,IG8B2J6WQB1NVJERN,INS0041,2024-12-08 22:23:36.629241,34.120569,-118.386888,completed,39
INSP000149,N2CK55KM6KR7T9XSO,INS0024,2025-03-25 09:10:35.490537,33.459112,-112.097848,completed,41
INSP000150,DHYYDREJSQIF0T45Q,INS0028,2025-07-06 05:23:33.408930,39.886,-75.024396,completed,46
INSP000151,33YEAFV5W1FSFWIBQ,INS0017,2025-03-26 10:07:06.244532,34.104479,-118.088499,completed,36
INSP000152,J5FTX019RU6R1PSWJ,INS0036,2024-09-24 23:43:41.675742,40.011388,-75.185526,pending_review,19
INSP000153,3AZW8FO5XAP787122,INS0021,2024-12-03 14:05:09.450745,34.107384,-118.256275,in_progress,11
INSP000154,BEAZTS96FPS5FPC5W,INS0038,2024-10-13 16:26:37.032928,32.749709,-96.832765,completed,57
INSP000155,D3J5TFT00IVNN1XZF,INS0045,2023-08-23 05:17:36.932035,34.034344,-118.216829,completed,44
INSP000156,AFXBD94XJKBKYBP0U,INS0021,2023-10-25 00:05:34.862833,40.06029,-75.134453,completed,37
INSP000157,SQSFMCKKC44N0LX0S,INS0026,2024-08-06 01:08:17.929670,33.326379,-112.2135,completed,27
INSP000158,GHP0S4Z06M8FZZPHK,INS0035,2025-07-10 14:49:38.454391,32.546493,-117.189891,completed,30
INSP000159,I1I1RZTZCON699RVW,INS0050,2024-10-06 06:08:39.156273,32.700099,-117.219123,completed,43
INSP000160,LJF9BZL2ESQG799RW,INS0038,2023-09-11 07:09:19.604120,40.767674,-73.992432,in_progress,21
INSP000161,UG59U4DW2X5CBYHQH,INS0014,2023-11-23 07:30:27.148355,37.408244,-121.946065,failed,40
INSP000162,T97P1E17VMBH9Q80D,INS0040,2024-06-03 15:43:41.405094,33.578246,-111.994742,completed,36
INSP000163,0RXACDVS1HWPK6TUW,INS0041,2024-04-10 05:21:47.174468,33.508473,-112.18409,completed,55
INSP000164,CKVMHC7YBYF48ZROX,INS0036,2023-11-07 08:59:31.014486,33.44666,-112.239041,completed,47
INSP000165,WNU32OLEQ4WCLJQKJ,INS0049,2024-01-01 01:52:35.940027,29.547849,-98.706146,failed,24
INSP000166,44Y7VNDAWAU0I0Y0G,INS0022,2025-05-23 21:34:29.379443,41.949781,-87.553114,failed,39
INSP000167,VZ2P1KY2XVZBR0D8O,INS0044,2025-01-28 21:08:25.399328,40.941871,-74.247018,pending_review,26
INSP000168,3FUDOZ9WYU55ACUX3,INS0006,2025-02-09 04:24:54.108679,32.777071,-96.795496,completed,30
INSP000169,PARBV4PNIEAZV36WR,INS0011,2024-11-01 20:55:46.976574,40.009749,-75.079755,completed,47
INSP000170,H1GH1J3Q4EM9RMVW4,INS0027,2023-09-06 01:26:07.802535,41.825922,-87.489178,failed,39
INSP000171,5V3XN0W2EVAPDHT0N,INS0037,2024-06-08 15:27:26.379288,39.983894,-75.065803,completed,31
INSP000172,E9CLD75WKNZU9D97Q,INS0039,2025-06-22 14:52:48.745778,40.618688,-73.868237,completed,43
INSP000173,1KGYBRAI5HFU0KPZA,INS0021,2024-07-18 02:34:17.597241,41.874994,-87.64357,completed,25
INSP000174,HCCZTL3K6YD0I2GVI,INS0019,2023-11-24 00:46:21.399450,41.975446,-87.774014,completed,30
INSP000175,YXV03VGCY4UQ5A7ZE,INS0006,2025-07-07 04:06:53.768256,29.745968,-95.310584,completed,43
INSP000176,ZBCO2X9AZ2NNQ4LQ3,INS0014,2023-08-12 16:07:03.175416,29.65995,-95.632869,pending_review,42
INSP000177,VVWPDBOJQWVZGMCF4,INS0036,2023-12-05 22:49:30.903342,32.537399,-96.765783,completed,45
INSP000178,FZ2MZBP4SV3HSPVAU,INS0006,2024-06-08 00:46:23.895583,32.781458,-117.333801,completed,39
INSP000179,KEONY61ZXXMEM0TPL,INS0007,2024-02-23 15:03:25.982278,29.737556,-95.354264,completed,28
INSP000180,SEKHO7Z1ACZWAN535,INS0046,2025-07-12 13:52:43.705819,40.631013,-74.014694,completed,58
INSP000181,C4FEZM0N2Q827RUW5,INS0047,2024-04-04 08:37:42.998971,32.826354,-96.738976,completed,33
INSP000182,YHLV1Z92EF1SVSXKT,INS0005,2024-07-04 10:01:17.988814,41.69379,-87.597327,in_progress,11
INSP000183,ZMXUXBDORYTEDHL8V,INS0043,2024-12-06 01:15:05.237666,32.738193,-96.814813,completed,33
INSP000184,B3UPAH5LT64OUW1VB,INS0011,2024-06-25 01:45:21.559817,32.820704,-96.866523,completed,42
INSP000185,IPDFHPP6XR7ISW9JU,INS0026,2024-08-28 07:57:40.232223,29.939819,-95.448189,completed,42
INSP000186,I9P7FGAHSRNOEQCPP,INS0011,2025-01-25 21:15:48.297296,41.672988,-87.647291,completed,26
INSP000187,9PLQBVEMF10EG5YNB,INS0043,2023-08-11 09:42:48.344005,33.306048,-112.004172,completed,31
INSP000188,8WYGSQ9MNC4OC404F,INS0020,2025-05-03 14:32:14.185797,29.335361,-98.528046,completed,37
INSP000189,09ZBFPDB8A90R41JU,INS0021,2025-06-21 16:13:03.394188,33.465339,-112.081541,completed,43
INSP000190,B3UV5DMYLHSF2DGGV,INS0048,2024-09-26 02:04:33.111413,29.761923,-95.268961,in_progress,23
INSP000191,C7AQ0PMO019EG0KYI,INS0041,2024-07-08 13:14:14.405774,40.862108,-73.965246,in_progress,29
INSP000192,T30QEVVGJ0PHEELOF,INS0003,2023-11-04 06:28:06.227005,40.655849,-73.850408,completed,46
INSP000193,EKTO4XSUPTUABQIJU,INS0007,2024-06-16 04:45:35.596730,37.602891,-121.871826,completed,52
INSP000194,509LY1JENHS54CC7Q,INS0026,2023-11-26 04:43:39.318078,29.772536,-95.319496,completed,30
INSP000195,1B03JE03IJBUI15UY,INS0024,2024-05-04 04:43:38.832138,32.89328,-96.81808,completed,50
INSP000196,V3MWMPBHNRGDU8QEO,INS0015,2024-07-10 06:05:00.833576,40.657233,-74.053383,completed,37
INSP000197,KCT3RAANFKD1V5FO8,INS0011,2024-11-25 05:49:58.408556,29.772405,-95.425386,pending_review,39
INSP000198,WKJAAHPMU6PFAAPBE,INS0020,2023-12-24 12:02:12.810537,41.860175,-87.457145,completed,53
INSP000199,0WNJTAYCEOYTMFCR4,INS0045,2025-04-03 23:42:28.946247,37.409909,-121.74606,pending_review,31
INSP000200,ERZ3N5DTYZUGWICZT,INS0046,2025-06-17 19:21:57.004317,40.70377,-73.830338,completed,43
INSP000201,L43IPC2JXX7428FT2,INS0013,2025-03-07 00:44:15.966882,33.500317,-111.960535,completed,33
INSP000202,U1B7LBD7VIQPC302N,INS0013,2024-07-21 17:42:19.861447,29.643273,-95.212715,completed,51
INSP000203,5NUD3XX8R8WAF9WC3,INS0041,2024-04-29 07:10:48.241952,33.463636,-112.195373,completed,37
INSP000204,3V4GNBRA8NYCZBG2Q,INS0043,2024-06-02 20:26:19.922531,34.056243,-118.320162,completed,28
INSP000205,8ZNWUS6WBO5OW3TYZ,INS0013,2024-07-05 07:59:30.671503,40.61071,-73.959528,completed,50
INSP000206,HCCZTL3K6YD0I2GVI,INS0036,2025-02-09 13:54:53.206857,41.833737,-87.581422,completed,28
INSP000207,YEIFBEDM8PN8ZZYIU,INS0028,2024-05-24 15:44:32.311768,32.70775,-96.88343,in_progress,16
INSP000208,B3WW2U9YORS5YXZUP,INS0011,2024-12-23 00:38:51.118581,37.405442,-121.836159,completed,20
INSP000209,Y0QVOPVMLS677D1DC,INS0047,2024-11-07 03:23:25.576652,39.988717,-75.22315,completed,52
INSP000210,EGGUY4LKGT93XVQ2T,INS0023,2024-09-18 22:56:58.627890,33.426643,-112.099608,completed,47
INSP000211,O6R6ZLM1TNB2ULXYP,INS0033,2024-11-06 03:21:07.286385,29.719496,-95.424092,failed,23
INSP000212,O9WMBPOX1C6OM106U,INS0037,2023-08-22 01:26:04.566897,29.3956,-98.498731,completed,41
INSP000213,NKWKDR3KGPKFAWZGC,INS0045,2023-07-31 05:56:26.529960,41.906333,-87.533177,failed,21
INSP000214,56R8T2FF5PJEA3GY8,INS0043,2023-08-03 07:21:00.321448,32.633152,-117.34937,completed,28
INSP000215,509LY1JENHS54CC7Q,INS0017,2025-03-25 12:43:06.144215,34.008554,-118.425454,completed,21
INSP000216,81LWTKVDS6JKIRAJR,INS0005,2024-11-15 14:59:48.344294,33.502591,-111.927744,completed,35
INSP000217,ZK0WXQVQQJ03EILIA,INS0032,2025-02-01 17:37:06.348859,33.974953,-118.174978,completed,41
INSP000218,0HB4D81GVX5IN0MK7,INS0030,2024-01-03 09:45:20.697642,39.920984,-75.15246,in_progress,19
INSP000219,RU2AW40L0WQ3FBXXI,INS0044,2024-06-09 22:29:08.782313,34.07015,-118.093117,completed,44
INSP000220,VZ8O0QF5478XLS7EO,INS0001,2023-08-24 12:02:47.842121,33.472095,-111.933522,completed,21
INSP000221,IHYVMT1ZI1UP599AI,INS0048,2024-08-16 21:09:50.419903,34.022778,-118.240169,pending_review,27
INSP000222,SQSFMCKKC44N0LX0S,INS0027,2023-07-28 06:20:23.908188,41.695093,-87.602696,completed,38
INSP000223,P9YJI8IQ4DTNYTSC4,INS0026,2025-03-30 08:55:17.283722,41.654728,-87.684742,completed,35
INSP000224,0K1MM7RGFGVVTXIGD,INS0046,2024-12-13 13:09:29.782825,41.971878,-87.496093,completed,26
INSP000225,XDMTAWE4Q3AMLK6HA,INS0022,2025-02-20 03:36:58.006269,37.456538,-121.982139,completed,50
INSP000226,1KGYBRAI5HFU0KPZA,INS0015,2024-01-19 10:22:01.248075,40.019783,-75.212401,completed,57
INSP000227,YBEVE90ZUY2MBVXPK,INS0027,2025-05-15 04:14:51.333626,32.68254,-96.803909,completed,28
INSP000228,S9T4DJ7LZ1MSZD4JC,INS0049,2025-04-12 09:39:45.013368,33.330645,-112.248705,completed,26
INSP000229,RP0NYU6RD35ZWRK5W,INS0016,2024-01-18 04:42:16.830370,29.329772,-98.397358,completed,24
INSP000230,VRA8JEJU1K3VPM62W,INS0036,2025-06-23 04:34:19.691700,32.697331,-117.089484,failed,20
